message,criticality
"TWY K6, K7, D1, D2, E1 AND E2 50 PER CENT STOP BAR
LIGHTS U/S. AVBL PPR 45 MIN",3.0
RAPID EXIT TWY P6 INDICATOR LIGHTS U/S. AVBL PPR 45MIN,4.0
"AERIAL PHOTOGRAPHY BY REMOTE CONTROL ACFT WILL TAKE PLACE AT
011820N1035330E (WI WSAP CTR)",3.0
"OBST PENETRATION, TREES 100FT AGL 39*28'04.8""N/76*09'49.3""W, IN
 7:1 TRANSITIONAL SURFACE AREA SE RWY 4/22",3.0
"COORD OF LOCALIZER AND GP AS FLW
   LOC         221809.3785N  0704618.6963E
   GP          221848.5286N  0704659.2096E  
   
   AMEND EAIP INDIA VARK AD 2.19, ENR 4.1 IN RESPECT OF VARK
   ACCORDINGLY",0.0
SVC MICROBURST/WS DETECTION SYSTEM NOT AVBL,3.0
"NEW TAXIWAY INFRASTRUCTURE NORTHEAST OF TAXIWAY LINK DELTA, 
EXTENSION OF TAXIWAY HOTEL BETWEEN LINK DELTA AND NEW LINK ECHO 
FEEDING APRON ECHO.",3.0
"ALL GEN AVIATION FLT ARR BTN 2200-0400 AND 1100-2159 DLY ARE ADZ
TO FILE FLT PLAN AND SECURE ARR SLOT FM MANILA FSS VIA TEL NO.
(02)879-9203(TELEFAX), (02)879-9195(TEL), (02)879-9196(TEL),
(02)944-2098(TEL), (02)944-2099(TEL), (02)944-2197(FAX).",2.0
RESTRICTED AREA EDR34 MEPPEN SECTOR A ADDN ACTIVATED.,3.0
"SECURITY MALI POTENTIALLY HAZARDOUS SITUATION - FIR NIAMEY (DRRR)
CONTENT:
FEDERAL REPUBLIC OF GERMANY ADVISES CIVIL GERMAN AIR OPERATORS
NOT TO PLAN AND CONDUCT FLIGHTS TO THE AIRPORTS TOMBOUCTOU (GATB),
GAO (GAGO) AND KIDAL (GAKL) WITHIN FIR NIAMEY (DRRR).
POTENTIAL RISK TO AVIATION DURING TAKE OFF, LANDING, TAXIING AND
PARKING AT THE AIRPORTS DUE TO POSSIBLE TERRORIST ATTACKS.
EMERGENCY SITUATION: IN AN EMERGENCY THAT REQUIRES IMMEDIATE
DECISION AND ACTION FOR THE SAFETY OF THE FLIGHT, THE
PILOT IN COMMAND MAY DEVIATE FROM THIS NOTAM TO THE EXTENT REQUIRED 
BY THAT EMERGENCY.",4.0
"WIND MEASURE MAST OPR AT LONGUENEE RDL270/16.44NM AD LFJR
PSN      : 473340N 0004305W
HEIGH    : 333FT
ELEV     : 638FT
LIGHTING : DAY AND NIGHT",1.0
"STAR INTERNATIONAL AIRPORT, DENVER, CO.  POWDR EIGHT
ARRIVAL:  PROCEDURE NA EXCEPT FOR RNAV EQUIPPED AIRCRAFT WITH
SUITABLE GPS.  DVV VORTAC OUT OF SERVICE",4.0
"TRIGGER NOTAM - AIP SUP 69/2018 WEF 27 MAY 2018.
TEMPO DANGER AREA EFD483 TURUNMAA.
A SEPARATE NOTAM WILL BE ISSUED TO ACTIVATE THE AREA",3.0
"CPR4 AMEND PUB:
HELI DATA TO READ: FATO 82 FT DIA GRASS, TLOF 50 FT DIA CONC,
SAFETY AREA 109 FT DIA GRASS, MAX HELI OVERALL LENGTH 55 FT
LIGHTING TO READ: DR RW RF(FL)
PRO TO READ: ARR/DEP 355 DEG AND 130 DEG FR HELI (H1",3.0
"IAP HARTSFIELD - JACKSON ATLANTA INTL,
Atlanta, GA.
RNAV (GPS) PRM RWY 8R (SIMULTANEOUS CLOSE PARALLEL), ORIG...
LNAV/VNAV DA 1516/HAT 492. VIS 1 3/8 ALL CATS.
TEMP CRANE 1230 MSL 5992 FT W OF RWY 8R (2017-ASO-952-NRA).",3.0
"IAP W K KELLOGG, Battle Creek, MI.
RNAV (GPS) RWY 5L, AMDT 1A...
NOTE: CIRCLING RWY 31 NA AT NIGHT. 
NOTE: HELICOPTER VISIBILITY REDUCTION BELOW 3/4 SM NOT AUTHORIZED. 
DISREGARD NOTE: WHEN VGSI INOPERATIVE, CIRCLING RWYS 13/31 NA AT
NIGHT. DISREGARD NOTE: VISIBILITY REDUCTION BY HELICOPTERS NA.",3.0
"RWY 05R/23L NE 3000FT CLSD. DECLARED DIST: 
RWY 05R TORA 7001FT TODA 7001FT ASDA 7001FT LDA 7001FT. 
RWY 23L TORA 7001FT TODA 7001FT ASDA 6601FT LDA 6601FT.",4.0
"DIMENSIONES RWY 10/28
LEN RWY :800 M
WID RWY : 18 M
SFC: ASPH",3.0
"IAP BOZEMAN YELLOWSTONE INTL,
Bozeman, MT.
ILS OR LOC RWY 12, AMDT 9B...
RNAV (GPS) Y RWY 12, ORIG-B...
RNAV (GPS)-A, AMDT 2B...
VOR RWY 12, AMDT 15B...
NOTE: CIRCLING NA TO RWYS 11 AND 29..",3.0
"REF AOC TYPE B NR RF 3/5
NEW OBSTACLE ERECTED POLE AERODROME METEO DATA DEVICE (DDMA)
PENETRATING TRANSITIONAL SURFACE RWY16R/34L
PSN COORD (WGS-84):
414841.5N 0121332.8E MAX ELEV AGL 10.0M/32.8FT MAX ELEV AMSL
13.7M/44.9FT  DAY ICAO SGL PROVIDED",0.0
"REF AIP AD 2 LIEA 1-10
(AIP AIRAC AMDT 4/18 - EFFECTIVE DATE 24 MAY 2018) ITEM 22 'FLIGHT
PROCEDURES' POINT 2 'PROCEDURES FOR IFR FLIGHTS' SUB-POINT 4
'RADIO-FAILURE' MODIFY AS FLW:
IN CASE OF RADIO FAILURE:
A) IF THE PILOT HAS RECEIVED AND CONFIRMED THE ATC CLEARANCE THE
REPORTING POINT DESIGNATED TO DESCEND FOR LANDING IS THE IAF LINKED
TO THE ASSIGNED STAR
B) IF THE PILOT HASN'T RECEIVED AND CONFIRMED THE ATC CLEARANCE TO
FOLLOW A STAR THE REPORTING POINT DESIGNATED TO DESCEND FOR LANDING
IS 'AEA' VOR",3.0
"AIR EXERCISES OF PARAGLIDERS, PARAMOTORS AND
HANG GLIDERS WI 422342N 0004433W, 421655N 0000434W,
420938N 0000458W, 421850N 0004506W EXCEPT LEHC FIZ
HUESCA/EMBALSE DE LA PENA",3.0
ADS-B TRIAL IS IN PROGRESS.,0.0
OBST TOWER LGT (ASR 1027462) 402418.30N0795121.70W (4.5NM NE AGC) 1586.0FT (370.1FT AGL) OUT OF SERVICE,3.0
"AERODROME FIRE FIGHTING CATEGORY UPGRADED FROM CAT-4 TO CAT-5.
AMEND AIP PAKISTAN PAGE AD2 OPZB-2 ACCORDINGLY.",3.0
"A/G FAC FREQ AUX TWR 118.80 MHZ CHANGED 119.25 MHZ
REF MADHEL AD S-19 AMDT 01/2015 AND AIP VOL II AD 3.7 AMDT
 AIRAC 2/2016",4.0
"MEASURES MAST OPR AT SEPMES RDL187/4.4NM LFJT AD :
PSN      : 470435N 0004203E
HEIGHT   : 328FT
ELEV     : 696FT
LIGHTING : DAY AND NIGHT.",3.0
AERODROME PPR FOR ALL CARGO FLIGHTS VIA OPS PHONE +31 433589750,0.0
RWY 14/32 CLSD DUE TO MAINT.,4.0
STAND N19 ON APN NORTH 1 CLSD.,0.0
BAOLONG NDB 'WL' 426KHZ U/S DUE TO MAINT.,4.0
"OBST ERECTED
8 WINDTURBINES AT LYNGDRUP 2 UNDER CONSTRUCTION AT PSN:
STRAIGHT LINE DEFINED BY:
570720N0100902E
570725N0100843E
570729N0100824E
570733N0100824E
570738N0100746E
570742N0100728E
570746N0100709E
570750N0100651E
HEIGHT 459FT AGL, ELEV 499FT AMSL
NO OBST LGT.",3.0
"UNDERSLUNG LOADS WILL OPERATE LOW FLYING AREA 8 WI 2NM OF PSN
533643N 0013951W (EMLEY MOOR TV TRANSMISSION STATION, WEST YORKSHIRE)
MAX HEIGHT 1500FT AGL. ACFT MAY BE RESTRICTED IN ABILITY TO
MANOEUVRE AND UNABLE TO COMPLY WITH RAC. OPS CTC 07721632608. 
18/05/024/LFBC",3.0
"AERODROME AVBL PPR DURING MIL AD OPS HRS
REQUEST ONLY TO MILAIM ETHN VIA
PHONE: +49 7932 971 4713
EMAIL: FLUGBERATUNGNIEDERSTETTEN AT BUNDESWEHR.ORG
AFTN: ETHNYFYX",0.0
NAV ILS RWY 27R LOC/GP OUT OF SERVICE,4.0
"ACTIVITIES OF BIRD FLOCKS TAKE PLACE AROUND AD, FROM SOUTH 
TO NORTH, HEIGHT:400-800M, EXERCISE CAUTION.",4.0
"OBST CABLE CROSSING BALL MARKERS MISSING 494640N 1212202W
(APRX 25 NM N AD) 689 FT AGL 1834 MSL",3.0
"A GROUP OF FOUR (4) CRANES ERECTED AT LARNAKA PORT AT THE 
FOLLOWING POSITIONS:
345542.50N0333839.08E HEIGHT 47M AT THE TOP 49.3M AMSL NOT LIGHTED
345529.26N0333840.08E HEIGHT 84M AT THE TOP 86.3M AMSL LIGHTED
345525.08N0333830.27E HEIGHT 84M AT THE TOP 86.3M AMSL NOT LIGHTED
345526.30N0333829.02E HEIGHT 50M AT THE TOP 52.3M AMSL LIGHTED",3.0
RESTRICTED AREA ACT: USR913.,3.0
ACFT STAND 1 CLSD.,0.0
"COMMISSIONING OF ILS RWY07.
1.GP (RWY07) FREQ 335 MHZ
COORD 125911.122N 0800919.590E
TOP ELEV OF GP ANTENNA 13.33M AMSL
GLIDE ANGLE 3.0 DEG
2.LLZ (RWY07) FREQ 110.3 MHZ  IDENT IMAS
COORD 125950.427N 0801115.557E 
TOP ELEV OF LLZ ANTENNA 14.294M AMSL
LP DME COLOCATED WITH GP 
FREQ 1001/1064MHZ CH40X 
TOP ELEV OF DME ANTENNA 13.33M AMSL
FAC COMMISSIONED FOR CAT 1 UNRESTRICTED OPS.
AMEND EAIP INDIA AD2.19 AND ENR 4.1 FOR CHENNAI 
ACCORDINGLY",3.0
"STANDARD INSTRUMENT DEPARTURE PROCEDURE
(AIP AIRAC AMDT 4/18 - EFFECTIVE DATE 24 MAY 2018)
FLW SID RWY 02 'ALG VORTAC' ATC DISCRETION
TEMPORARILY SUSPENDED
GOPAT 5B
GINOX 5B
POULP 7B
MINKA 5M
MINKA 6C
SODIO 7B
KOLUS 5M
SUPUX 5B
REF AIP AD 2 LIEA 6-20/23/24",3.0
"TEMPO RESERVED AREA ACTIVATED DUE TO MIL TRAINING FLT 
WI AREA OF COORD:
440900N 0270600E-NATIONAL BORDER WITH ROMANIA-
440200N 0272300E-432500N 0260100E-433500N 0254900E-
440900N 0270600E.
SAFETY BUFFER 2000FT IS INCLUDED WI 
VERTICAL LIMITS OF THE AREA. 
AREA ACTIVATED AFTER PUBLICATION IN AUP.",3.0
"TWY E ANY ACFT PARKED ON SPOTS 7-15 WILL BE UNABLE TO USE TWY E
 IN FRONT OF HANGAR 700.",0.0
"CAUTION: NO LOCATION AND DIRECTION SIGNS AT TAXILANE ALPHA,
 TAXIWAY CHARLIE AND TAXIWAY ALPHA LOCATION SIGN SOUTH OF CHARLIE.",3.0
"PLS ADD INFORMATION AT SECTION AD 2.19 RADIO NAVIGATION AND LANDING 
AIDS:
RWY 04 IHAT ILS/DME 108.9MHZ/CH26X CAT-I PERFORMANCE BOTH SIDE OF 
CL(90HZ-150HZ SECTOR-I) ACCORDING TO LLZ ANTENNA 17NM BEYOND AND OUT 
OF 10 DEGREES (90HZ-150HZ SECTOR-II) SHALL NOT BE USED. 
 
REF AIP/TURKEY AD 2 LTDA-6",3.0
"EXER CTN DRG LDG RWY20.

RMK: FIRST 500M RWY20 NOT VISIBLE FM TWR CAB DUE BLOCKED
     BY TALL TREES.",3.0
"OBST ANTENNA COORD GEO 314539.55S/0602907.08W ELEV 120,5M",3.0
"NAVIGATION WARNING.
105 WHITE BALLOONS PSN: 542015N 0183329E - GDANSK
DIAMETER: 28 CM
CONTACT: +48 691 116 530.",3.0
"LULEA VOR/DME SLU FREQ 115.1 MHZ CH98X EXCESSIVE VOR BEARING 
FLUCTATION MAY BE EXPERIENCED OUTSIDE 9 NM ON VOR/DME APPROACH RWY 14",4.0
"CLEANING, REPAINTING AND MAINTENANCE ON RWY 25R/07L
RMKS:
- RWY 25R/07L NOT AVBL FOR TKOF AND LDG
- RWY 25L/07R AVBL
- IN CASE OF EMERG, ALL TRAFFIC ARE VACATED WORKING AREA WHEN REQ
- ALL TRAFFIC ARE REQ TO FLW ATC INSTRUCTIONS STRICTLY.",3.0
TWY C CLSD DUE TO MAINT.,3.0
"CHECKLIST OF NOTAM IN FORCE ON
 
YEAR=2017 1407
YEAR=2018 0005 0006 0007 0008 0085 0086 0087 0088 0095 0107 0108 0119
        0170 0172 0200 0201 0202 0203 0207 0208 0210 0212 0240 0247
        0253 0254 0255 0256 0257 0260 0261 0266 0271 0299 0300 0303
        0312 0314 0318 0320 0321 0329 0335 0342 0343 0351 0353 0354
        0356 0357 0358 0359 0361 0369 0371 0372 0373 0374 0375 0376
        0377 0378 0379 0380 0381 0382 0383 0385 0387 0391 0396 0397
        0398 0401 0405 0406 0407 0408 0414 0418 0421 0422 0425 0426
        0427 0428 0429 0430 0431 0434 0435 0436 0438 0439 0440 0442
        0445 0446 0447 0449 0453 0454
 
LATEST PUBLICATIONS: NIL",0.0
OBST TOWER LGT (ASR 1000476) 334558.00N0865044.00W (12.9NM NNW BHM) 779.9FT (315.0FT AGL) OUT OF SERVICE,3.0
AIRSPACE UAS WI AN AREA DEFINED AS .5NM RADIUS OF SLI245017.36 (5NM SSW TOA) SFC-400FT AGL DLY 1900-1300,3.0
"TEMPO SEGREGATED AREA WITH 200M RADIUS CENTERED ON 
423828N 0232321E ACTIVATED DUE TO UNMANNED ACFT FLT.
CTR SOFIA AFFECTED.",3.0
"EXPECT FOLLOW ME GUIDANCE FOR TAXI IN TO STANDS G1, G2, G3, G4.",0.0
"ALS RWY 16 ON TEST, DO NOT USE",4.0
"FLW RESTRICTED AREAS ACT: USR923, USR925, USR926.",3.0
"MILITARY PARACHUTE JUMPING EXERCISES WILL TAKE PLACE WI AREA 2.5NM
RADIUS OF 460707N0124415E /MANIAGO - NNE PORDENONE/
RMK: ACT SUBJ APV BY AND CONS RDO CTC WITH AVIANO APP",3.0
"CZQM PURSUANT TO SECTION 5.1 OF THE AERONAUTICS ACT THE AIRSPACE
WITHIN RADIUS 10 NM CENTRE 453923N 612206W (PORT HAWKESBURY AD)
IS RESTRICTED SFC TO 8000 FT MSL. EXC FOR AUTH AIRSHOW
PARTICIPANTS NO PERSON SHALL OPR AN ACFT WITHIN THE AREA DESCRIBED
UNLESS AUTH BY THE USER/CONTROLLING AGENCY AIRSHOW CTL TEL
902-631-1808 OR FREQ 122.8",4.0
"REFER SECTION ENR 3.1 OF EAIP INDIA, THE FOLLOWING CHANGES ARE
MADE IN REMARKS COLUMN OF ATS ROUTE N895:
1. INSERT REMARK 5 AS RNAV 5 APPROVED AIRCRAFT OPERATING BETWEEN
AHMEDABAD AND HYDERABAD MAY FLIGHT PLAN BETWEEN AAE VOR AND MONPI
VIA N895 (RNP 10).
INSERT IN EAIP INDIA SECTION ENR 3.1 ACCORDINGLY.",0.0
YNY ENDERBY VOR 115.2MHZ U/S,4.0
APRON GENERAL AVIATION RAMP WIP CONST NE SIDE LGTD AND BARRICADED,3.0
OBST TOWER LGT (ASR 1064778) 405034.00N0730154.00W (4.3NM NE ISP) 546.9FT (274.0FT AGL) OUT OF SERVICE,3.0
USE CAUTION: TWY D WIND CONE OBSTRUCTION LIGHT OTS,3.0
TWY M7 CLSD,3.0
"FIREWORKS AT AMSTERDAM, PSN 522341N 0044633E.",4.0
GPS RAIM NOT AVBL FOR LNAV.,0.0
TWY A2 A3B A3(BTN A AND A3B) A7 A10 L2 L3 L7 L10-CLSD DUE TO CONST,3.0
"IN ACCORDANCE WITH ARTICLE 793 AIR NAVIGATION ACTS OVERFLYING AND
LANDING ON ITALIAN TERRITORY IS FORBIDDEN TO ALL AIRCRAFT DEPARTING
FROM LIBYA.
REMARK: FOLLOWING AIRCRAFT NOT AFFECTED:
- ITALIAN STATE AIRCRAFT.
- MILITARY AIRCRAFT OF OTHER NATIONS ONLY IF AUTHORIZED BY
COMPETENT ITALIAN MILITARY AUTHORITY.
- STATE FLIGHTS AUTHORIZED BY ITALIAN FLIGHT STATE OFFICE
(PRESIDENCY OF THE COUNCIL OF MINISTERS)",3.0
"TRIGGER NOTAM-PERM AIP AIRAC AMDT 4/18 EFFECTIVE DATE 24 MAY 2018
WITHDRAWAL OF THE FOLLOWING ATS ROUTES:
N1, N138, Q48, Q330, Q331, Q341, Q343, Q727, Q914, T305, T340,
T939, Y973, Z50, Z306, Z637, Z804, Z805, Z904, Z926, Z927
AIRAC IS POSTED AND AVBL ON WEBSITE WWW.ENAV.IT",4.0
"REFER AIP INDIA 6TH EDITION ENR SECTION 3.1 REGARDING ATS 
ROUTE  W126.FOLLOWING AMENDMENTS ARE MADE IN DIRECTION OF CRUISING
LEVELS: 
INTRODUCE HORIZONTAL BAR IN COLUMN 5 BELOW ROW 2 AND REMOVE THE
ARROWS BETWEEN ROW 3 AND ROW 5,AS THE ROUTE IS BIDIRECTIONAL
ONLY BETWEEN HB NDB AND BBM VOR.
REMOVE HORIZONTAL BAR IN COLUMN 6 BELOW ROW 2 AND INCORPORATE 
DOWNWARD ARROW IN THE ENTIRE COLUMN 6.
 
AMEND AIP INDIA 6TH EDITION ENR SECTION 3.1 ACCORDINGLY.",0.0
"IAP DILLANT-HOPKINS, Keene, NH.
ILS OR LOC RWY 2, AMDT 4...
RNAV (GPS) RWY 2, ORIG...
VOR RWY 2, AMDT 13...
NOTE: NIGHT LANDING: RWY 20, 32 NA.",4.0
UA (2KG TO 75K,3.0
"AIR EXER WILL TAKE PLACE:
1.TFC CONCERNED KEEP CLOSE CTC WITH KAOHSIUNG APP AND RCFN TWR. 
2.OPR TEL: 0961-102113, 0980-666730, 03-8358100, 03-8354691
3.AREA AS FLW:
GEO: PSN ARC 224150N 1210410E, RADIUS 5 NM",3.0
"RESTRICTED AIRSPACE - TEMPORARY
ISLE OF MAN  AIR NAVIGATION RESTRICTION OF FLYING TOURIST TROPHY TT
RACES REGULATIONS 2018 IN FORCE. NO AIRCRAFT, OTHER THAN THOSE FLYING
IN ACCORDANCE WITH THE CONDITIONS IMPOSED BY IOM STATUTORY DOCUMENT
NO 2018/0110, SHALL FLY BELOW 3000 FT AMSL WITHIN THAT AIRSPACE WHICH
LIES OVER THE AREA CONTAINED LATERALLY WITHIN THE ISLE OF MAN
MOUNTAIN CIRCUIT TT COURSE AND WITHIN 1000 METRES OF ANY PART OF THE
CIRCUIT. FURTHER INFORMATION MAY BE OBTAINED FROM ATC ISLE OF MAN ON
01624 827548.AIC M020/2018 REFERS.",0.0
"MET CONTACT IFR FORECAST :
TEL 33(0)4 67 20 91 32 HOURS 0500-1700 (SUM) / 0600-1800 (WIN)
TEL 33(0)4 92 29 48 55 HOURS 1700-0500 (SUM) / 1800-0600 (WIN",0.0
"STRIP RWY 03/21 CHANGED TO 1620MX150M
REF: AIP AD 2.12
        AIP MAP ADC)

CNN001I ADMIN MESSAGE


CNS123W SEQUENCE CHECK FOR SBRJYNYX K -- 
  EXPECTED K0522/18 -- RECEIVED K1875/17",3.0
"AD AVBL FOR ARR OF EMBRAER-145 AND ITS MODIFICATIONS PROVIDING
THAT OPERATIONAL MANUAL, MAINTANANCE KIT, TOW BAR AND TECHNICAL
PERSONNEL AVBL ON BOARD.
ACFT STANDS 1-8 DESIGNATED FOR PARKING OF EMBRAER-145 ACFT.
REF AIP AD 1.3-4, AD 2.1 UIBB-39.",1.0
"'LOW FLYING MANUAL' PUBBLICATION VALIDITY EXTENDED UNTIL TO 21 JUN
2018
REF LOW FLYING MANUAL EDITION 1/2017",0.0
"DANGER AREA LRD07 CAP MIDIA 2 (CONSTANTA) ACTIVATED. FRNG
   EXPECT RADAR VECTORING",4.0
"CHANGE TEXT TO READ:
3.1 RVR LESS THAN 800M EMERGENCY POWER SUPPLY ACTIVATED TO ENSURE
REACTION IN ONE SECOND.
3.2 RVR 550M OR LESS: NO ACFT OPERATIONS WILL BE ALLOWED
REF AIP NORWAY AD 2 ENFL AD 2.22, DATED 29 MAR 2018",4.0
RWY 12L PAPI COMMISSIONED,3.0
"IAP DALLAS-FORT WORTH INTL,
Dallas-Fort Worth, TX.
RNAV (RNP) Z RWY 31L, AMDT 1B...
RNP 0.30 DA 1034/HAT 453 ALL CATS. VIS 1 3/8 ALL CATS.
CRANES, UP TO 731FT MSL, 4852FT EAST OF APCH END RWY 31L
(2017-ASW-3298 THRU 3301-NRA).",3.0
"CTR BEZIERS HOURS OF OPS :
MON-FRI 0630-1830
SAT SUN 0800-1830
POSSIBILITY EXTENSION OF 0NE HOUR WITHOUT PRIOR NOTICE
INFO ON ATIS
OUTSIDE THESE HOURS CTR RE-CLASSIFIED TO G.
AD CTL NOT PROVIDED.",3.0
"MODEL FLYING ACTIVITY NR 8011 BULLE MODIFIED:
HOURS AND UPPER LIMIT CHANGED:
SR-SS OUTSIDE ACTIVITY  LF-R45C ARBOIS
UPPER LIMIT REDUCED TO 500FT AGL DURING ACTUAL ACTIVITY OF 
LF-R45 S6.1 MACONNAIS EST.
LOWERING TO 1500FT AGL OF THE MODEL FLYING ACTIVITY NR 8011 DURING 
THE SLOTS OF THE ACTUAL ACTIVITY OF LF-R158 MIRAGE 2000NE.
PSN: 465440N 0061300E RDL 270/4.8NM  LFSP AD",3.0
"OBST HAZARD IN THE TACTICAL FLIGHT TRAINING AREA UNMARKED WIRES
 CROSSING GULCH NORTH OF BLACK SECTOR NOE ROUTE GRID COORDINATE
 FJ012851",4.0
"IAP NORMAN Y MINETA SAN JOSE INTL,
San Jose, CA.
RNAV (GPS) Y RWY 30L, AMDT 3B ...
LNAV/VNAV DA 689/ HAT 632 ALL CATS, VISIBILITY ALL CATS 1 3/4.
TEMPORARY CRANE 368 MSL 1.31NM SOUTHEAST OF RWY 30L
(2016-AWP-1614-OE)",4.0
RWY 13/31 CLSD.,4.0
"UNMANNED AIRCRAFT WILL TAKE PLACE WITHIN 1000M RADIUS CENTERED AT 
COORD POINT 462306N 0190900E.
FURTHER INFO ABOUT THE ACTUAL OPR HR VIA TEL: +36 20 977 0210",3.0
"IN AIP VOL I ENR PART PAGE ENR 3.3-3 AMDT AIRAC 2/2016 OCTOBER 13
2016 AWY N 650 BTN JUJUY VOR/DME AND SALTA VOR/DME REPORTING
POINTS ADD IN COLUMN 3 FL 254 TO FL 195 B FL 145 C FL 95 MIN FL 100",3.0
AIRSPACE SEE FDC 8/6961 ZME 91.145 AIRSHOW,4.0
NAV VOR GND REC CHECKPOINT OUT OF SERVICE,4.0
OCA(,0.0
"CHECKLIST
LATEST PUBLICATIONS
AIRAC AIP AMDT NR 6/18.
AIP SUP NR A84/18.
AIC NR A14/18, NR B01/11.",0.0
"IN AIP VOL I ENR PART 3 UPPER ATS ROUTES ENR 3-2 ATS
 ROUTES COLUMN 6 REMARKS FREQUENCY CONTROL
UNIT WHERE IT READS RIO GRANDE TWR 118.3MHZ,
IT MUST READ COMMUNICATION CRV SOUTH ACC. AFFECTS PAG 25
AWY UW 42 BETWEEN MUBES AND KEXOP,
PAG 27 AWY UW 45 ENTRE SASTA Y RIO GRANDE VOR/DME GRA,
PAG 31 UW 56 BETWEEN RIO GRANDE VOR/DME GRA AND BONTA,
PAG 33 UW 63 BETWEEN UGIRA AND MUBES ALL FROM AMDT AIRAC
2/2016  OCTOBER 13TH 2016",0.0
NIL AIRAC FOR EFFECTIVE DATE 24 MAY 2018.,3.0
"AIR DISPLAY, AEROBATICS AND PJE 2NM CENTERED ON 491412N 0084042E,
GLIDER SITE MALSCH (15NM N KARLSRUHE DVOR/DME KR",4.0
"MILITARY FIRING AREA /DANDOLO - NE PORDENONE/ ACTIVATED
REF AIP ENR 5.2.1.2-2",4.0
DANGER AREA EPD30 (ZIELONKA) ACT.,4.0
"AREA 4:
   055900N1170930N 055000N1170430E 054830N1170930E
   055830N1171130E
   AREA 5:
   054530N1165800E 055030N1165800E 055100N1165630E
   054600N1165530E
   AREA 6:
   03NM RADIUS CENTERED ON 05043N1171230E
   AREA 7:
   045100N1170000E 045300N1165930E 045500N1165400E
   045400N1164930E 045230N1164630E 045100N1164600E
   045300N1165100E 045100N1165330E 045130N1165430E
   045230N1165400E 045030N1165600E 045130N1165630E
   AREA 8:
   02NM RADIUS CENTERED ON 045000N1162230E
   AREA 9:
   02NM RADIUS CENTERED ON 045030N1154530E
   AREA 10:
   02NM RADIUS CENTERED ON 042630N1165530E
   AREA 11:
   02NM RADIUS CENTERED ON 042830N1170630E
   AREA 12:
   05100N1155400E 051000N1155530E 051730N1155800E
   051830N1155600E
PART 2 OF 3",2.0
"1.PAPI FOR RWY15 PSN CHANGED FM 340M TO 348M INWARD RWY15 THR.
2.PAPI FOR RWY33 PSN CHANGED FM 330M TO 338M INWARD RWY15 THR.",0.0
"AIR TRAFFIC SERVICES AND AIRSPACE, OTHER REGULATED AIRSPACE, 
LEEMING ATZ AND MATZ. CHANGE FREQ TO 133.375
ENR 2.2 REFERS",3.0
"AERODROME AIRCREWS MUST REMAIN CLEAR OF RUNWAY 27 EXTENDED
 CENTERLINE DUE TO GCA APPROACHES BEING CONDUCTED AS FAR AS 18 MILES
 EAST OF SIMMONS.",2.0
"RAFA REP  TO CORRECT FOR VUPKA REP
REF.: AIP AD 2.24 IAC",0.0
"STAND 19 DIMENTIONS CHANGED: 41.05 X 33.
STAND 19 INTENDED FOR PARKING OF FLW ACFT:
BOEING 737-200(300,400,500), EMB-175, DHC-8-400, RRJ-95,
CRJ-200(900), TU-134, AN-148.
REF AIP AD 2.1 UMKK-39,40.",0.0
TRAINING AND FERRY FLIGHTS PROHIBITED.,3.0
"REF EAIP INDIA VAAH AD2.12 REGARDING PHYSICAL CHARACTERISTICS
   1. AMEND TRUE BRG IN COLUMN 2 FOR RWY 05 AS 44.67 DEG GEO AND
   FOR RWY 23 AS 224.67 DEG GEO
   2. AMEND MAG BRG IN COLUMN 2 FOR RWY 05 AS 44.92 DEG MAG AND
   FOR RWY 23 AS 224.92 DEG MAG",0.0
"IN ROUTE NAVEGATION CHART SUP 1 AMDT AIRAC 2/2016 13 OCTOBER
2016 IN AWY UL 322 MRP GAXOK ADD COORD 221312S-0643636W.


CNS123W SEQUENCE CHECK FOR SAEZYNYX A -- 
  EXPECTED A6291/16 -- RECEIVED A6292/16",0.0
"CHECKLIST  
YEAR=2017 0592 0593 0595 0596 0604
YEAR=2018 0141 0182 0183 0229 0239 0241 0244 0254 0273 0274 0275 0324
        0368 0381 0383 0387 0388 0390 0403 0405 0407 0410 0411 0414
        0415 0416 0417 0418 0419 0420 0421 0422 0423 0424 0425 0426
        0427 0428 0429 0430 0431 0432 0435 0436 0438 0439 0440 0441
        0442 0447 0448 0452 0459 0462 0463 0465 0468 0469 0471 0478
        0484 0485 0486 0490 0496 0499 0511 0512 0513 0514 0521 0524
        0525 0526 0527 0528 0530 0531 0534 0535 0537 0542 0543 0544
        0558 0562
LATEST PUBLICATIONS:
AIP AMDT       NR 08/18 EFFECTIVE DATE 01 JAN 18
AIRAC AIP AMDT NR 03/18 EFFECTIVE DATE 01 MAR 18
AIRAC SUP AMDT NR 03/18 EFFECTIVE DATE 01 MAR 18
AIC            NR 03/18 EFFECTIVE DATE 04 JAN 18
AIP SUP        NR 02/18 EFFECTIVE DATE 31 JAN 18",0.0
"REFER ENR 5.1 EAIP INDIA REGARDING PROHIBITED, RESTRICTED AND
   DANGER AREAS, THE FOLLOWING CHANGES ARE MADE IN VER 87 (A)
   TEZPUR-I :- IN COLUMN 3 'UPPER LIMIT/LOWER LIMIT', THE 
   LIMITS OF VER 87 (A) 'FL55/GND' IS REPLACED BY 'FL55/GND
   AND UNL/FL100'.
   AMEND ACCORDINGLY.",3.0
